layer,control,iteration,n_probe_features,feature_screen,solver,alpha,tolerance,convergence_warning_count,roc_auc,average_precision,balanced_accuracy
12,shuffled_train_labels,0,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5238715277777778,0.6253390027894755,0.4930555555555556
12,shuffled_train_labels,1,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4952256944444445,0.6303824507816421,0.5
12,shuffled_train_labels,2,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.3569155092592593,0.5092581260701611,0.3993055555555556
12,shuffled_train_labels,3,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5305266203703703,0.6279241945018506,0.513888888888889
12,shuffled_train_labels,4,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5354456018518519,0.6741072270163475,0.5277777777777778
12,shuffled_train_labels,5,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.6236979166666666,0.7127856893226259,0.5381944444444444
12,shuffled_train_labels,6,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5122974537037037,0.6304435565705236,0.46875
12,shuffled_train_labels,7,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5013020833333334,0.6189044074270691,0.5
12,shuffled_train_labels,8,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5313946759259259,0.6442555123549275,0.548611111111111
12,shuffled_train_labels,9,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.476417824074074,0.6024666562759521,0.4236111111111111
12,shuffled_train_labels,10,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4214409722222222,0.6001134244070417,0.4201388888888888
12,shuffled_train_labels,11,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4139178240740741,0.5345037450655556,0.4722222222222222
12,shuffled_train_labels,12,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.6442418981481481,0.7180667262302586,0.6180555555555556
12,shuffled_train_labels,13,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5724826388888888,0.6723293091651458,0.5625
12,shuffled_train_labels,14,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.558304398148148,0.7120145032667395,0.5347222222222222
12,shuffled_train_labels,15,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4738136574074073,0.6282436428242967,0.4895833333333333
12,shuffled_train_labels,16,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4544270833333332,0.5925575734939096,0.4201388888888888
12,shuffled_train_labels,17,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4645543981481481,0.6098357059162393,0.4513888888888889
12,shuffled_train_labels,18,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.6621817129629629,0.7651401346473504,0.5694444444444444
12,shuffled_train_labels,19,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4243344907407408,0.5710944857167478,0.4826388888888889
18,shuffled_train_labels,0,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.53515625,0.6205877665027761,0.5069444444444444
18,shuffled_train_labels,1,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.466869212962963,0.6162726151348712,0.4618055555555556
18,shuffled_train_labels,2,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4408275462962963,0.5549914551224218,0.46875
18,shuffled_train_labels,3,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.460792824074074,0.5798136536771928,0.4965277777777778
18,shuffled_train_labels,4,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4868344907407407,0.6249779341781552,0.46875
18,shuffled_train_labels,5,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4228877314814814,0.5785752943253945,0.4166666666666666
18,shuffled_train_labels,6,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.3980034722222222,0.5293463844956198,0.4722222222222222
18,shuffled_train_labels,7,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.3951099537037037,0.5526925851927298,0.4513888888888889
18,shuffled_train_labels,8,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.560329861111111,0.6716855261407729,0.5625
18,shuffled_train_labels,9,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5435474537037037,0.6504520408346082,0.5451388888888888
18,shuffled_train_labels,10,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4304108796296296,0.5458023892328484,0.4895833333333333
18,shuffled_train_labels,11,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5169270833333334,0.6509960293357444,0.5416666666666666
18,shuffled_train_labels,12,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5504918981481481,0.6580226353844567,0.5208333333333334
18,shuffled_train_labels,13,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5299479166666666,0.6548910084657068,0.53125
18,shuffled_train_labels,14,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5154803240740741,0.6274432506215198,0.4652777777777778
18,shuffled_train_labels,15,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4063946759259259,0.5416846495720303,0.4444444444444444
18,shuffled_train_labels,16,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5232928240740741,0.6550746333781199,0.4861111111111111
18,shuffled_train_labels,17,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5154803240740741,0.6839460948502541,0.4305555555555556
18,shuffled_train_labels,18,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4573206018518518,0.5645806682747107,0.4513888888888889
18,shuffled_train_labels,19,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5079571759259259,0.6279955988412186,0.513888888888889
20,shuffled_train_labels,0,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5788483796296295,0.7341345558371851,0.5381944444444444
20,shuffled_train_labels,1,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.564380787037037,0.6462511688392139,0.5729166666666667
20,shuffled_train_labels,2,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5015914351851852,0.6431152472521741,0.4930555555555556
20,shuffled_train_labels,3,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5296585648148148,0.6411790244245473,0.4861111111111111
20,shuffled_train_labels,4,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5047743055555555,0.6079056629715656,0.5347222222222222
20,shuffled_train_labels,5,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4144965277777778,0.53931097907847,0.46875
20,shuffled_train_labels,6,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4735243055555555,0.6085194754417571,0.4618055555555556
20,shuffled_train_labels,7,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4822048611111111,0.6172951117757344,0.4826388888888889
20,shuffled_train_labels,8,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.523582175925926,0.6070258446077919,0.5590277777777778
20,shuffled_train_labels,9,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.3664641203703703,0.5428989865779277,0.3680555555555556
20,shuffled_train_labels,10,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.536892361111111,0.6577550069973898,0.5208333333333334
20,shuffled_train_labels,11,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.439380787037037,0.6236638842214456,0.4652777777777778
20,shuffled_train_labels,12,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.6022858796296297,0.716463991405847,0.5729166666666667
20,shuffled_train_labels,13,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5041956018518519,0.6180988755618979,0.5138888888888888
20,shuffled_train_labels,14,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5337094907407407,0.6486126743807002,0.5347222222222222
20,shuffled_train_labels,15,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5108506944444444,0.6997525426628053,0.4201388888888889
20,shuffled_train_labels,16,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4989872685185184,0.6383951945679838,0.4652777777777778
20,shuffled_train_labels,17,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5276331018518519,0.6785812450231379,0.4965277777777778
20,shuffled_train_labels,18,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.429542824074074,0.5887775032059231,0.4479166666666667
20,shuffled_train_labels,19,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5481770833333333,0.6343388216245868,0.5277777777777778
25,shuffled_train_labels,0,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4903067129629629,0.6420745698107366,0.4652777777777778
25,shuffled_train_labels,1,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5389178240740742,0.6069065152676186,0.5729166666666667
25,shuffled_train_labels,2,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4793113425925926,0.5904097129645526,0.5034722222222222
25,shuffled_train_labels,3,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5070891203703705,0.7008455691472151,0.4756944444444444
25,shuffled_train_labels,4,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4717881944444445,0.5659241736545468,0.4305555555555556
25,shuffled_train_labels,5,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5638020833333333,0.6236424438423452,0.5694444444444444
25,shuffled_train_labels,6,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.6558159722222222,0.7464142724381919,0.6736111111111112
25,shuffled_train_labels,7,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4474826388888889,0.560017133815897,0.4479166666666666
25,shuffled_train_labels,8,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5122974537037037,0.6316916756847117,0.5173611111111112
25,shuffled_train_labels,9,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.566695601851852,0.6769600360078298,0.5625
25,shuffled_train_labels,10,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.3366608796296296,0.5214602713255523,0.4131944444444444
25,shuffled_train_labels,11,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4631076388888889,0.5967299202142802,0.4583333333333333
25,shuffled_train_labels,12,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4998553240740741,0.6246111821670657,0.4826388888888889
25,shuffled_train_labels,13,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4952256944444444,0.6010270491210677,0.4756944444444444
25,shuffled_train_labels,14,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5609085648148148,0.6748079926101377,0.5763888888888888
25,shuffled_train_labels,15,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4402488425925925,0.5749309603228954,0.4444444444444444
25,shuffled_train_labels,16,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5730613425925927,0.6931414691876472,0.5625
25,shuffled_train_labels,17,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4775752314814814,0.5934613743826074,0.4965277777777778
25,shuffled_train_labels,18,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.5788483796296295,0.6562882143582388,0.5486111111111112
25,shuffled_train_labels,19,4096,train_only_variance,ridge_lsqr,1.0,0.0001,0,0.4625289351851852,0.6021548948729107,0.486111111111111
